RCS,DATE,EFFECTIFS,NATURE
499732196,2021-07-20,12,jugement d'ouverture de liquidation judiciaire
401401740,2021-07-09,12,jugement d'ouverture de liquidation judiciaire
380755785,2021-06-28,12,jugement de conversion en liquidation judiciaire
440263242,2021-07-22,12,jugement de clôture pour insuffisance d'actif
841219629,2021-07-19,12,jugement d'extension de liquidation judiciaire
805210556,2021-07-19,12,jugement d'extension de liquidation judiciaire
841219629,2021-07-19,12,jugement de conversion en liquidation judiciaire
365800010,2021-07-07,12,jugement d'ouverture de liquidation judiciaire
775634652,2021-07-09,12,jugement d'ouverture de liquidation judiciaire
418205498,2021-07-20,12,jugement d'ouverture de liquidation judiciaire
538815176,2021-07-02,12,jugement de clôture pour insuffisance d'actif
507453462,2021-07-19,12,jugement d'ouverture de liquidation judiciaire
306536434,2021-07-21,12,jugement d'ouverture de liquidation judiciaire
518535414,2021-07-21,12,jugement de conversion en liquidation judiciaire
490946175,2021-06-03,12,jugement de clôture pour insuffisance d'actif
787020569,2021-07-15,12,jugement de conversion en liquidation judiciaire
822729018,2021-07-15,12,jugement d'ouverture de liquidation judiciaire
353383821,2021-07-22,12,jugement de clôture pour insuffisance d'actif
844518126,2021-07-20,12,jugement d'ouverture de liquidation judiciaire
794040808,2021-07-27,12,jugement d'ouverture de liquidation judiciaire
809451388,2021-08-02,12,jugement de clôture pour insuffisance d'actif
794754192,2021-07-26,12,jugement de conversion en liquidation judiciaire
512350885,2021-07-28,12,jugement de conversion en liquidation judiciaire
823237425,2021-08-03,12,jugement d'ouverture de liquidation judiciaire
320497811,2021-08-03,12,jugement de conversion en liquidation judiciaire
379337710,2021-07-29,12,jugement de conversion en liquidation judiciaire
316521970,2021-03-01,12,jugement de clôture pour insuffisance d'actif
434834008,2021-08-04,12,jugement de clôture pour insuffisance d'actif
534427307,2021-08-05,12,jugement de clôture pour insuffisance d'actif
433878055,2021-08-06,12,jugement de conversion en liquidation judiciaire
477542823,2021-08-26,12,jugement d'extension d'une procédure de redressement judiciaire
449068279,2021-09-03,12,jugement de clôture pour insuffisance d'actif
419650957,2021-05-07,12,jugement de conversion en liquidation judiciaire de la procédure de sauvegarde
512053190,2021-08-24,12,jugement de clôture pour insuffisance d'actif
810770859,2021-09-01,12,jugement de clôture pour insuffisance d'actif
798756094,2021-09-03,12,jugement de clôture pour insuffisance d'actif
452625775,2021-09-07,12,jugement de conversion en liquidation judiciaire
834791113,2021-09-08,12,jugement d'ouverture de liquidation judiciaire
503114258,2021-09-03,12,jugement de conversion en liquidation judiciaire
753103001,2021-09-06,12,jugement de clôture pour insuffisance d'actif
480025378,2021-09-06,12,jugement de conversion en liquidation judiciaire
407937556,2021-09-10,12,jugement d'ouverture de liquidation judiciaire
792480048,2021-09-06,12,jugement de clôture pour insuffisance d'actif
809828601,2021-07-28,12,jugement d'ouverture de liquidation judiciaire
408459188,2021-09-14,12,jugement d'ouverture de liquidation judiciaire
831706734,2021-09-07,12,jugement d'ouverture de liquidation judiciaire
501676233,2021-09-09,12,jugement de clôture pour insuffisance d'actif
522825983,2021-09-09,12,jugement de clôture pour insuffisance d'actif
829825389,2021-09-10,12,jugement de clôture pour insuffisance d'actif
838764280,2021-09-06,12,jugement de clôture pour insuffisance d'actif
841157233,2021-09-07,12,jugement d'ouverture de liquidation judiciaire
752855239,2021-09-13,12,jugement de conversion en liquidation judiciaire
444232243,2021-09-14,12,jugement de conversion en liquidation judiciaire
813846896,2021-09-15,12,jugement de conversion en liquidation judiciaire
770500197,2021-09-08,12,jugement de conversion en liquidation judiciaire
301619532,2021-09-21,12,jugement de conversion en liquidation judiciaire
791400203,2021-09-16,12,jugement d'ouverture de liquidation judiciaire
812619237,2021-09-16,12,jugement d'ouverture de liquidation judiciaire
320543804,2021-09-21,12,jugement de conversion en liquidation judiciaire
399412907,2021-09-21,12,jugement de clôture pour insuffisance d'actif
493287197,2021-09-28,12,jugement de clôture pour insuffisance d'actif
813174828,2021-09-23,12,jugement de clôture pour insuffisance d'actif
606520062,2021-09-21,12,jugement de conversion en liquidation judiciaire
519780753,2021-09-22,12,jugement de clôture pour insuffisance d'actif
833978356,2021-09-16,12,jugement de clôture pour insuffisance d'actif
834194607,2021-09-29,12,jugement de clôture pour insuffisance d'actif
477672794,2021-10-01,12,jugement de clôture pour insuffisance d'actif
751922907,2021-10-01,12,jugement de clôture pour insuffisance d'actif
440738102,2021-09-27,12,jugement d'ouverture de liquidation judiciaire
792582827,2021-09-27,12,jugement d'ouverture de liquidation judiciaire
408633857,2021-09-28,12,jugement de clôture pour insuffisance d'actif
607080033,2021-09-28,12,jugement de clôture pour insuffisance d'actif
811483502,2021-09-28,12,jugement de conversion en liquidation judiciaire
329253058,2021-10-05,12,jugement de conversion en liquidation judiciaire
732044102,2021-09-22,12,jugement d'ouverture de liquidation judiciaire
838300937,2021-09-30,12,jugement de clôture pour insuffisance d'actif
842295818,2021-09-30,12,jugement de clôture pour insuffisance d'actif
824710636,2021-09-30,12,jugement de clôture pour insuffisance d'actif
819388620,2021-10-04,12,jugement d'ouverture de liquidation judiciaire
449837079,2021-10-11,12,jugement d'ouverture de liquidation judiciaire
451204721,2021-10-12,12,jugement de clôture pour insuffisance d'actif
847250156,2021-10-12,12,jugement de clôture pour insuffisance d'actif
453958746,2021-10-07,12,jugement de clôture pour insuffisance d'actif
813031580,2021-10-11,12,jugement d'ouverture de liquidation judiciaire
832743678,2021-10-05,12,jugement de clôture pour insuffisance d'actif
432649630,2021-10-12,12,jugement de clôture pour insuffisance d'actif
398278754,2021-09-29,12,jugement de clôture pour insuffisance d'actif
819586116,2021-10-12,12,jugement de clôture pour insuffisance d'actif
520339797,2021-10-12,12,jugement de conversion en liquidation judiciaire
810175497,2021-09-28,12,jugement d'ouverture de liquidation judiciaire
389670662,2021-10-06,12,jugement d'ouverture de liquidation judiciaire
344702022,2021-10-06,12,jugement d'ouverture de liquidation judiciaire
838152668,2021-10-07,12,jugement d'ouverture de liquidation judiciaire
840389977,2021-10-07,12,jugement de conversion en liquidation judiciaire
439682220,2021-10-06,12,jugement de conversion en liquidation judiciaire
400498010,2021-10-11,12,jugement de conversion en liquidation judiciaire
415229749,2021-10-13,12,jugement de clôture pour insuffisance d'actif
489769737,2021-10-05,12,jugement de conversion en liquidation judiciaire
659801070,2021-10-12,12,jugement de conversion en liquidation judiciaire
315856252,2021-10-11,12,jugement d'ouverture de liquidation judiciaire
813472933,2021-10-13,12,jugement de clôture pour insuffisance d'actif
532834173,2021-10-15,12,jugement d'ouverture de liquidation judiciaire
798832051,2021-10-15,12,jugement de clôture pour insuffisance d'actif
830663670,2021-10-15,12,jugement de clôture pour insuffisance d'actif
791311954,2021-10-15,12,jugement de clôture pour insuffisance d'actif
402179204,2021-10-06,12,jugement de clôture pour insuffisance d'actif
519044648,2021-10-20,12,jugement d'ouverture de liquidation judiciaire
433461373,2021-10-19,12,jugement de conversion en liquidation judiciaire
824377378,2021-10-08,12,jugement d'ouverture de liquidation judiciaire
433065406,2021-10-15,12,jugement de conversion en liquidation judiciaire
